Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy
35,0.1943802497542276,2.73818808122862,0.9164305949008499,0.6032608695652174
36,0.19485425526967468,2.717897375989908,0.9206798866855525,0.5978260869565217
37,0.2094462849938498,1.2948619279524554,0.9150141643059491,0.6630434782608695
38,0.25114193280087654,1.3327161050199166,0.8937677053824363,0.6467391304347826
39,0.22708872230802649,1.9457925801448848,0.9107648725212465,0.6304347826086957
40,0.1807155307123791,1.6572907002359305,0.9263456090651558,0.6195652173913043
41,0.18105794333195888,1.9015808743525944,0.9277620396600567,0.6141304347826086
42,0.16860947173310406,1.8527813505421837,0.9263456090651558,0.6141304347826086
43,0.19421634981382332,1.4261860157484594,0.9107648725212465,0.6467391304347826
44,0.15543459678759994,1.9210018221410396,0.9263456090651558,0.6195652173913043
45,0.1672177864370535,2.150859143853228,0.9235127478753542,0.6086956521739131
46,0.16277318095350402,2.028987808330187,0.93342776203966,0.6195652173913043
47,0.1826260015579526,1.5193303882387346,0.9206798866855525,0.6358695652173912
48,0.19741400721728294,2.1023419742654683,0.9164305949008499,0.592391304347826
49,0.19028633942685114,2.0881550312295314,0.9178470254957507,0.592391304347826
50,0.18510515662833585,2.2300972775454917,0.924929178470255,0.5869565217391304
51,0.1790301090597093,2.8316533894723523,0.9291784702549576,0.5760869565217391
52,0.1823739452503896,2.5908727966345158,0.9277620396600567,0.5815217391304348
53,0.17127014793687773,2.0162741083236737,0.9291784702549576,0.6032608695652174
54,0.16435217422567752,2.5144505607769014,0.9235127478753542,0.592391304347826
55,0.17119423470990178,2.2317891084366357,0.9277620396600567,0.6032608695652174
56,0.17366649631526923,2.227943510930661,0.9362606232294618,0.625
57,0.15768098189540355,2.189270647505865,0.9419263456090652,0.6304347826086957
58,0.14124631493354992,1.5432429347673189,0.9447592067988669,0.6684782608695652
59,0.1796839873783987,1.7034315762879408,0.9291784702549576,0.6521739130434783
60,0.15995245541923445,1.3098091573009025,0.9277620396600567,0.6739130434782609
61,0.17084200625379092,1.4484638507761385,0.9320113314447592,0.6793478260869565
62,0.14468367022090187,1.3759030377411323,0.9461756373937678,0.6739130434782609
63,0.1441634019609889,1.9571201207581908,0.9461756373937678,0.6358695652173912
64,0.16022349590641413,1.9830774176035724,0.9390934844192635,0.6141304347826086
65,0.11353304771120758,2.073326397181043,0.9518413597733711,0.625
66,0.13785845765226623,2.358271059671255,0.9376770538243626,0.625
67,0.1463875740729589,2.235309982819118,0.943342776203966,0.625
68,0.12155883267611561,2.089700363490366,0.953257790368272,0.6304347826086957
69,0.1402947147569432,2.095002188716772,0.9504249291784703,0.6358695652173912
70,0.11503343001303525,2.014061415699594,0.9518413597733711,0.625
71,0.12379129716424699,1.4718511249141202,0.943342776203966,0.6739130434782609
72,0.20034025648540207,0.993974597233793,0.9235127478753542,0.733695652173913
73,0.14076883208650368,1.568182604751833,0.943342776203966,0.6793478260869565
74,0.13104470660936393,2.0709880289378697,0.9419263456090652,0.6358695652173912
75,0.12472492122954079,1.6033972770421077,0.9504249291784703,0.657608695652174
76,0.16657332924033696,1.505514929982145,0.9263456090651558,0.6684782608695652
77,0.146940800015717,1.6171185400579935,0.9405099150141644,0.6521739130434783
78,0.14292578352747154,1.6833216250347702,0.9461756373937678,0.6467391304347826
79,0.15546290331623033,1.8289658403550477,0.9390934844192635,0.6304347826086957
80,0.12935776024972412,1.9641192379083647,0.934844192634561,0.6358695652173912
81,0.13556400303156366,2.1273766122809006,0.943342776203966,0.625
82,0.12573218554200305,2.154550738830079,0.9475920679886686,0.625
83,0.10788736756226158,2.0104116824880727,0.9461756373937678,0.6304347826086957
84,0.11516092823179856,1.9050265631395513,0.9447592067988669,0.6413043478260869
85,0.1473470794580476,1.442615972102984,0.9504249291784703,0.657608695652174
86,0.1670563041994997,1.193041511669593,0.93342776203966,0.657608695652174
87,0.1596399402409454,1.906367183217536,0.93342776203966,0.5978260869565217
88,0.13844356079066103,2.095599605382987,0.9461756373937678,0.5978260869565217
89,0.1481153458441283,1.815430445966068,0.943342776203966,0.6195652173913043
90,0.14658617990212805,1.4427763942791068,0.9376770538243626,0.6413043478260869
91,0.11998683387260599,1.8663013692408719,0.9461756373937678,0.6141304347826086
92,0.1123810554023505,2.0734327416234324,0.9617563739376771,0.6032608695652174
93,0.12087445961517247,1.5825420667761532,0.953257790368272,0.6304347826086957
94,0.14123974183030827,2.4326635970880846,0.943342776203966,0.5760869565217391
95,0.16034380673686777,2.3710767117369436,0.934844192634561,0.5815217391304348
96,0.14245797334391908,1.5419642825145274,0.9390934844192635,0.6032608695652174
97,0.13980729907497805,1.422659989355294,0.9475920679886686,0.6086956521739131
98,0.12935414361548492,1.8168633735951278,0.9405099150141644,0.592391304347826
99,0.12962742331081595,2.541153195949332,0.9490084985835695,0.5760869565217391
100,0.139048374577217,2.548710522178621,0.9305949008498584,0.5706521739130435
